date,ticker,score,rsi,price,price_future,stock_return_pct,spy_return_pct,alpha_pct
2024-05-23,AAPL,3,59.1,185.45,206.54,11.38,3.52,7.85
2024-06-07,AAPL,3,66.9,195.38,226.92,16.15,4.42,11.73
2024-06-24,AAPL,3,65.2,206.54,223.28,8.11,2.03,6.07
2024-07-09,AAPL,3,66.1,226.92,205.64,-9.38,-6.06,-3.32
2024-07-30,AAPL,2,28.9,217.12,226.54,4.34,3.61,0.73
2024-09-25,AAPL,3,57.0,224.89,229.25,1.94,1.39,0.54
2024-10-02,AAPL,3,55.4,225.3,228.6,1.46,1.96,-0.5
2024-10-16,AAPL,3,55.5,230.27,223.9,-2.77,2.56,-5.32
2024-10-23,AAPL,3,57.3,229.25,227.76,-0.65,2.16,-2.82
2024-12-27,AAPL,3,69.3,254.2,238.06,-6.35,1.14,-7.49
2025-07-16,AAPL,3,67.6,209.52,232.89,11.15,3.31,7.84
2025-07-23,AAPL,3,55.0,213.5,225.58,5.66,0.61,5.04
2025-08-20,AAPL,3,69.3,225.58,237.43,5.25,3.78,1.47
2025-09-04,AAPL,3,61.8,239.32,256.64,7.24,3.38,3.85
2025-09-25,AAPL,3,66.3,256.38,259.09,1.06,2.08,-1.03
2025-10-23,AAPL,3,51.8,259.09,266.0,2.67,-2.86,5.53
2025-11-28,AAPL,3,67.2,278.59,273.5,-1.83,0.95,-2.78
2025-12-05,AAPL,3,58.9,278.52,262.11,-5.89,1.19,-7.08
2024-06-14,MSFT,3,62.9,436.67,443.52,1.57,4.4,-2.83
2024-07-09,MSFT,3,61.5,453.41,394.28,-13.04,-6.06,-6.98
2024-09-25,MSFT,3,68.3,427.11,419.69,-1.74,1.39,-3.13
2024-12-05,MSFT,3,64.2,438.38,423.75,-3.34,-1.53,-1.8
2025-08-06,MSFT,3,59.6,521.91,505.87,-3.07,2.58,-5.66
2025-10-09,MSFT,3,54.5,520.24,495.04,-4.84,-0.13,-4.72
2025-10-23,MSFT,3,53.6,518.4,477.34,-7.92,-2.86,-5.06
2025-10-30,MSFT,3,64.1,523.58,490.89,-6.24,0.52,-6.77
2024-07-01,GOOGL,3,65.8,181.7,169.09,-6.94,-0.61,-6.33
2024-10-09,GOOGL,2,49.3,160.93,175.5,9.05,2.41,6.64
2024-10-16,GOOGL,3,56.6,164.21,177.85,8.31,2.56,5.75
2024-12-19,GOOGL,3,69.3,187.64,197.46,5.23,3.82,1.41
2024-12-27,GOOGL,3,67.3,191.87,194.51,1.37,1.14,0.23
2025-05-23,GOOGL,3,54.7,167.89,166.39,-0.89,5.09,-5.98
2025-06-02,GOOGL,3,67.0,168.45,175.44,4.15,4.52,-0.36
2025-06-09,GOOGL,3,64.7,175.69,176.22,0.3,4.37,-4.07
2025-06-16,GOOGL,3,58.0,176.37,182.56,3.51,3.88,-0.37
2025-07-01,GOOGL,3,45.9,175.44,196.09,11.77,2.72,9.04
2025-08-13,GOOGL,3,66.2,201.51,240.04,19.13,1.98,17.15
2025-10-09,GOOGL,2,28.0,241.2,284.36,17.89,-0.13,18.02
2024-06-07,AMZN,3,49.0,184.3,199.34,8.16,4.42,3.74
2024-06-24,AMZN,3,64.3,185.57,186.41,0.45,2.03,-1.58
2024-07-01,AMZN,3,64.1,197.2,181.71,-7.85,-0.61,-7.24
2024-07-09,AMZN,3,69.0,199.34,161.93,-18.77,-6.06,-12.71
2024-10-30,AMZN,3,65.0,192.73,205.74,6.75,3.24,3.51
2024-12-05,AMZN,3,59.5,220.55,227.61,3.2,-1.53,4.73
2025-01-22,AMZN,3,66.1,235.01,222.88,-5.16,0.65,-5.81
2025-02-05,AMZN,3,66.6,236.17,200.7,-15.02,-5.21,-9.8
2025-05-16,AMZN,3,68.9,205.59,216.1,5.11,1.43,3.68
2025-05-23,AMZN,3,66.6,200.99,212.77,5.86,5.09,0.77
2025-06-09,AMZN,3,67.5,216.98,222.54,2.56,4.37,-1.81
2025-06-16,AMZN,3,68.6,216.1,223.19,3.28,3.88,-0.6
2025-07-01,AMZN,3,53.7,220.46,230.19,4.41,2.72,1.69
2025-07-09,AMZN,3,59.9,222.54,222.31,-0.1,1.4,-1.5
2025-08-20,AMZN,2,40.4,223.81,231.23,3.32,3.78,-0.47
2025-08-27,AMZN,3,59.8,229.12,218.15,-4.79,2.05,-6.84
2025-09-04,AMZN,3,56.2,235.68,222.41,-5.63,3.38,-9.01
2025-09-11,AMZN,3,58.8,229.95,227.74,-0.96,2.34,-3.3
2025-11-06,AMZN,3,69.6,243.04,229.53,-5.56,2.29,-7.85
2025-11-13,AMZN,3,58.9,237.58,226.19,-4.79,1.45,-6.24
2026-01-28,AMZN,3,51.6,243.01,207.92,-14.44,-0.88,-13.56
2024-06-14,META,3,69.6,501.69,487.39,-2.85,4.4,-7.25
2024-06-24,META,3,66.9,496.47,486.3,-2.05,2.03,-4.08
2024-07-09,META,3,61.3,527.41,491.67,-6.78,-6.06,-0.72
2024-08-27,META,3,66.0,516.56,566.07,9.58,1.82,7.76
2024-09-18,META,3,64.3,535.83,574.51,7.22,4.04,3.18
2024-12-05,META,3,64.6,606.53,628.22,3.58,-1.53,5.11
2025-01-22,META,3,61.7,621.54,692.66,11.44,0.65,10.79
2025-05-23,META,3,60.7,625.64,711.14,13.67,5.09,8.58
2025-06-02,META,3,66.0,669.39,718.15,7.28,4.52,2.77
2025-07-01,META,3,56.2,718.15,694.17,-3.34,2.72,-6.06
2025-08-06,META,3,66.9,770.84,747.54,-3.02,2.58,-5.61
2025-08-13,META,3,63.9,778.92,749.78,-3.74,1.98,-5.72
2025-09-18,META,3,64.9,779.09,711.49,-8.68,0.03,-8.71
2025-12-29,META,3,45.7,658.69,668.73,1.52,1.1,0.42
2026-01-28,META,3,57.0,668.73,657.01,-1.75,-0.88,-0.87
2026-02-04,META,3,61.4,668.99,660.57,-1.26,-0.71,-0.55
2024-10-02,NVDA,3,49.5,118.81,139.29,17.24,1.96,15.28
2024-10-16,NVDA,3,64.9,135.67,146.22,7.77,2.56,5.22
2024-11-13,NVDA,3,58.1,146.22,137.3,-6.1,1.2,-7.29
2025-06-09,NVDA,3,61.4,142.6,162.86,14.21,4.37,9.83
2025-07-01,NVDA,3,64.9,153.28,179.25,16.94,2.72,14.22
2025-10-30,NVDA,3,69.4,202.88,176.99,-12.76,0.52,-13.28
2026-01-28,NVDA,3,53.3,191.52,184.89,-3.46,-0.88,-2.58
2024-05-23,TSLA,2,44.1,173.74,182.58,5.09,3.52,1.56
2024-06-24,TSLA,3,56.9,182.58,246.38,34.94,2.03,32.91
2024-09-25,TSLA,3,65.7,257.02,213.65,-16.87,1.39,-18.27
2024-10-02,TSLA,3,63.8,249.02,257.55,3.43,1.96,1.47
2024-10-30,TSLA,3,59.5,257.55,332.89,29.25,3.24,26.01
2025-06-24,TSLA,3,48.9,340.47,332.56,-2.32,4.52,-6.84
2025-08-20,TSLA,3,61.0,323.9,416.85,28.7,3.78,24.91
2025-08-27,TSLA,3,66.6,349.6,423.39,21.11,2.05,19.06
2025-10-02,TSLA,3,62.5,436.0,440.1,0.94,1.59,-0.65
2025-12-19,TSLA,3,67.9,481.2,431.44,-10.34,0.71,-11.05
2024-07-01,JPM,3,59.9,197.97,208.51,5.32,-0.61,5.93
2024-07-23,JPM,3,54.7,203.8,207.86,1.99,0.89,1.1
2024-08-20,JPM,3,52.2,207.86,201.08,-3.26,0.48,-3.74
2024-10-30,JPM,3,69.4,218.77,243.51,11.31,3.24,8.06
2024-11-13,JPM,3,63.6,235.1,235.46,0.15,1.2,-1.04
2024-11-20,JPM,3,67.0,234.73,227.11,-3.25,-0.75,-2.5
2025-01-06,JPM,3,53.4,236.01,265.0,12.28,1.49,10.79
2025-02-12,JPM,3,67.3,269.92,220.67,-18.25,-8.61,-9.64
2025-02-27,JPM,2,27.1,253.84,243.13,-4.22,-2.78,-1.44
2025-09-04,JPM,3,68.0,300.99,304.69,1.23,3.38,-2.15
2025-09-11,JPM,3,66.6,302.72,304.16,0.48,2.34,-1.86
2025-09-18,JPM,3,66.1,310.31,297.2,-4.23,0.03,-4.26
2025-11-13,JPM,3,62.2,308.09,317.09,2.92,1.45,1.47
2025-11-28,JPM,3,49.0,311.67,322.3,3.41,0.95,2.46
2025-12-05,JPM,3,63.3,313.63,334.61,6.69,1.19,5.5
2025-12-12,JPM,3,66.4,317.09,310.9,-1.95,2.06,-4.01
2025-12-19,JPM,3,57.4,315.79,302.04,-4.35,0.71,-5.06
2025-12-29,JPM,3,56.8,322.3,300.77,-6.68,1.1,-7.78
2026-01-06,JPM,3,68.3,334.61,317.27,-5.18,-0.81,-4.37
2024-06-07,V,3,47.2,275.06,262.0,-4.75,4.42,-9.17
2024-10-23,V,3,60.9,280.65,304.59,8.53,2.16,6.37
2024-10-30,V,3,66.8,286.98,311.84,8.66,3.24,5.42
2025-01-22,V,3,64.0,320.62,347.89,8.51,0.65,7.86
2025-03-20,V,2,27.0,336.98,327.16,-2.91,-6.63,3.72
2025-03-27,V,3,54.7,347.26,332.68,-4.2,-2.9,-1.3
2025-10-23,V,3,45.7,344.57,323.1,-6.23,-2.86,-3.37
2026-01-06,V,3,66.2,356.82,329.27,-7.72,-0.81,-6.91
2024-10-09,UNH,3,64.3,570.37,575.65,0.93,2.41,-1.48
2024-11-20,UNH,3,61.8,579.32,473.81,-18.21,-0.75,-17.47
2024-11-27,UNH,3,51.2,586.93,493.89,-15.85,-0.3,-15.55
2026-01-06,UNH,3,57.8,346.28,273.79,-20.93,-0.81,-20.12
2026-01-13,UNH,2,57.3,331.35,276.76,-16.48,-0.26,-16.22
2026-01-21,UNH,3,60.3,345.07,287.69,-16.63,-0.13,-16.49
2024-07-23,JNJ,3,66.9,144.77,152.2,5.13,0.89,4.24
2024-08-06,JNJ,3,53.7,151.06,160.24,6.08,5.52,0.56
2025-06-16,JNJ,3,57.0,152.31,161.69,6.16,3.88,2.28
2025-07-01,JNJ,3,48.4,152.99,164.12,7.27,2.72,4.55
2025-07-09,JNJ,3,66.5,153.35,167.39,9.16,1.4,7.76
2025-07-30,JNJ,3,68.0,164.12,174.75,6.47,1.92,4.56
2025-08-06,JNJ,3,67.4,167.39,176.69,5.56,2.58,2.98
2025-08-13,JNJ,3,61.4,171.15,176.44,3.09,1.98,1.11
2025-10-02,JNJ,3,68.6,183.83,186.86,1.65,1.59,0.07
2025-11-13,JNJ,3,61.8,192.99,210.46,9.05,1.45,7.61
2025-12-12,JNJ,3,68.4,210.46,212.52,0.98,2.06,-1.08
2026-01-06,JNJ,2,25.5,203.71,233.23,14.49,-0.81,15.31
2026-01-13,JNJ,3,63.5,212.52,239.59,12.74,-0.26,13.0
2024-07-30,XOM,3,65.9,111.41,111.84,0.39,3.61,-3.22
2024-08-13,XOM,3,58.6,111.12,104.28,-6.16,2.28,-8.44
2024-10-09,XOM,3,63.1,116.03,115.0,-0.89,2.41,-3.3
2024-11-13,XOM,3,57.3,115.45,107.15,-7.19,1.2,-8.38
2024-11-20,XOM,3,64.4,115.29,101.1,-12.31,-0.75,-11.56
2025-02-20,XOM,3,59.2,108.28,112.05,3.48,-7.35,10.84
2025-02-27,XOM,3,58.6,106.49,113.97,7.03,-2.78,9.81
2025-03-20,XOM,3,60.0,112.05,103.37,-7.75,-6.63,-1.12
2025-06-24,XOM,3,59.9,105.71,107.26,1.47,4.52,-3.05
2025-07-09,XOM,3,49.5,111.03,103.92,-6.41,1.4,-7.8
2025-09-18,XOM,3,51.8,112.19,108.95,-2.89,0.03,-2.92
2025-10-23,XOM,3,60.4,114.21,116.25,1.78,-2.86,4.64
2025-10-30,XOM,3,64.4,112.94,115.15,1.96,0.52,1.43
2025-11-13,XOM,3,61.5,116.98,118.03,0.9,1.45,-0.55
2025-11-20,XOM,3,61.2,116.25,115.92,-0.28,4.61,-4.89
2025-12-12,XOM,3,56.0,118.03,125.7,6.5,2.06,4.43
2025-12-29,XOM,3,63.7,119.73,136.67,14.15,1.1,13.05
2026-01-06,XOM,3,57.6,120.25,146.61,21.92,-0.81,22.74
2026-01-13,XOM,3,66.6,125.7,154.53,22.93,-0.26,23.19
2024-06-07,PG,3,48.4,159.71,158.37,-0.84,4.42,-5.26
2024-06-24,PG,3,62.7,161.04,160.24,-0.49,2.03,-2.53
2024-08-06,PG,3,49.4,161.66,169.17,4.65,5.52,-0.87
2024-08-13,PG,2,48.9,160.89,167.27,3.96,2.28,1.68
2024-08-27,PG,3,47.2,162.77,165.67,1.78,1.82,-0.04
2024-09-11,PG,3,61.1,167.27,162.79,-2.67,4.42,-7.09
2025-02-27,PG,3,56.2,167.38,164.2,-1.9,-2.78,0.88
2025-03-06,PG,3,56.6,169.99,167.79,-1.3,-6.01,4.71
2025-04-03,PG,3,59.4,167.79,157.21,-6.31,5.6,-11.91
2025-09-04,PG,3,68.0,156.97,149.93,-4.49,3.38,-7.87
2025-09-11,PG,3,49.6,156.42,148.48,-5.07,2.34,-7.42
2024-08-20,HD,3,49.3,354.31,372.71,5.19,0.48,4.71
2024-09-18,HD,3,67.9,372.71,406.29,9.01,4.04,4.97
2024-11-13,HD,3,55.2,398.12,404.34,1.56,1.2,0.37
2025-07-23,HD,3,55.0,371.82,396.91,6.75,0.61,6.13
2025-07-30,HD,3,48.7,367.6,403.33,9.72,1.92,7.8
2025-08-27,HD,3,64.3,403.33,404.83,0.37,2.05,-1.68
2026-01-28,HD,3,67.8,375.3,375.09,-0.06,-0.88,0.82
2024-08-13,MA,3,67.2,455.45,484.02,6.27,2.28,3.99
2024-08-20,MA,3,54.9,465.12,490.54,5.47,0.48,4.98
2024-11-13,MA,3,57.2,518.12,528.57,2.02,1.2,0.82
2024-11-27,MA,3,63.8,528.54,528.37,-0.03,-0.3,0.27
2024-12-27,MA,3,53.2,528.37,545.65,3.27,1.14,2.13
2025-08-13,MA,3,60.2,576.27,587.07,1.87,1.98,-0.1
2025-08-20,MA,3,69.2,591.01,584.4,-1.12,3.78,-4.9
2024-06-14,CRWD,3,61.8,385.43,369.05,-4.25,4.4,-8.65
2024-09-25,CRWD,3,68.8,286.47,299.3,4.48,1.39,3.08
2024-10-02,CRWD,3,63.7,280.24,307.45,9.71,1.96,7.75
2024-10-09,CRWD,3,61.7,298.34,320.0,7.26,2.41,4.85
2024-10-16,CRWD,3,63.4,306.24,347.88,13.6,2.56,11.04
2024-11-27,CRWD,3,58.6,347.59,354.99,2.13,-0.3,2.43
2025-01-22,CRWD,3,63.6,377.98,436.14,15.39,0.65,14.74
2025-01-29,CRWD,3,65.7,397.07,380.24,-4.24,-2.78,-1.45
2025-10-09,CRWD,3,53.0,509.13,532.52,4.59,-0.13,4.72
2025-10-30,CRWD,3,68.4,538.68,509.16,-5.48,0.52,-6.0
2024-07-09,DDOG,3,66.9,126.63,105.47,-16.71,-6.06,-10.65
2024-11-20,DDOG,3,62.2,135.45,146.93,8.48,-0.75,9.22
2024-11-27,DDOG,3,69.3,151.96,145.99,-3.93,-0.3,-3.63
2024-12-27,DDOG,2,22.4,145.99,145.72,-0.18,1.14,-1.33
2025-05-23,DDOG,3,67.0,114.46,130.83,14.3,5.09,9.21
2025-06-09,DDOG,3,63.4,121.17,142.75,17.81,4.37,13.44
2025-07-09,DDOG,3,66.9,142.75,136.96,-4.06,1.4,-5.45
2025-09-25,DDOG,2,51.2,136.6,156.59,14.63,2.08,12.55
2025-10-16,DDOG,3,59.7,151.17,185.97,23.02,1.73,21.29
2025-11-13,DDOG,3,69.4,185.97,146.0,-21.49,1.45,-22.94
2024-07-09,NET,3,62.4,82.58,76.24,-7.68,-6.06,-1.62
2024-09-25,NET,3,63.1,83.41,87.64,5.07,1.39,3.68
2024-10-09,NET,3,54.5,84.95,92.51,8.9,2.41,6.49
2024-10-16,NET,3,65.9,91.34,94.16,3.09,2.56,0.53
2024-11-13,NET,3,58.2,94.16,114.89,22.02,1.2,20.82
2024-11-20,NET,3,63.1,96.47,108.58,12.55,-0.75,13.3
2024-11-27,NET,3,55.2,99.37,110.61,11.31,-0.3,11.61
2025-09-04,NET,3,64.7,209.98,224.56,6.94,3.38,3.56
2025-09-18,NET,3,59.0,223.57,211.4,-5.44,0.03,-5.48
2025-10-30,NET,3,58.6,222.5,200.21,-10.02,0.52,-10.54
2025-11-06,NET,3,59.1,225.9,200.95,-11.04,2.29,-13.34
2024-06-24,ZS,3,65.4,181.06,191.07,5.53,2.03,3.49
2024-07-01,ZS,3,65.0,198.62,176.75,-11.01,-0.61,-10.4
2024-07-09,ZS,3,64.7,197.36,165.75,-16.02,-6.06,-9.96
2024-11-27,ZS,3,59.0,204.96,184.56,-9.95,-0.3,-9.65
2025-02-20,ZS,3,54.9,206.97,203.55,-1.65,-7.35,5.7
2025-03-27,ZS,3,50.5,209.45,215.58,2.93,-2.9,5.83
2025-07-16,ZS,2,29.1,287.76,277.77,-3.47,3.31,-6.78
2025-09-25,ZS,3,60.6,286.66,318.77,11.2,2.08,9.12
2025-10-09,ZS,3,64.9,315.21,317.92,0.86,-0.13,0.99
2025-10-23,ZS,3,58.1,318.77,279.73,-12.25,-2.86,-9.38
2025-10-30,ZS,3,59.8,322.04,251.5,-21.9,0.52,-22.43
2024-11-06,SNOW,3,54.6,121.42,183.06,50.77,2.64,48.12
2024-12-27,SNOW,2,23.4,158.65,182.88,15.27,1.14,14.13
2025-09-11,SNOW,3,69.3,224.53,250.67,11.64,2.34,9.3
2025-10-02,SNOW,3,67.1,240.54,271.18,12.74,1.59,11.15
2025-10-09,SNOW,3,65.7,250.67,264.72,5.6,-0.13,5.73
2025-10-23,SNOW,3,61.7,252.99,244.66,-3.29,-2.86,-0.43
2024-08-13,MDB,2,49.1,243.0,296.69,22.09,2.28,19.81
2024-09-04,MDB,3,69.0,290.71,254.38,-12.5,3.57,-16.06
2024-09-11,MDB,3,64.3,296.69,275.49,-7.15,4.42,-11.56
2024-10-16,MDB,3,53.3,278.39,300.89,8.08,2.56,5.53
2024-11-27,MDB,3,61.8,324.6,238.35,-26.57,-0.3,-26.27
2024-12-05,MDB,3,65.8,334.31,252.86,-24.36,-1.53,-22.83
2025-02-20,MDB,3,65.7,290.0,189.3,-34.72,-7.35,-27.37
2025-05-23,MDB,3,64.4,185.85,209.25,12.59,5.09,7.5
2025-06-02,MDB,3,52.2,193.0,206.04,6.76,4.52,2.24
2025-07-23,MDB,3,69.9,228.25,212.7,-6.81,0.61,-7.43
2025-11-13,MDB,3,58.1,351.14,419.0,19.33,1.45,17.88
2025-12-05,MDB,3,68.2,409.62,435.86,6.41,1.19,5.22
2024-06-07,ESTC,3,52.0,111.95,112.38,0.38,4.42,-4.04
2024-06-14,ESTC,3,59.5,114.18,118.38,3.68,4.4,-0.73
2024-07-01,ESTC,3,56.2,115.48,106.52,-7.76,-0.61,-7.15
2024-07-09,ESTC,2,50.1,112.38,101.53,-9.65,-6.06,-3.6
2024-07-16,ESTC,3,66.1,118.38,107.16,-9.48,-4.04,-5.44
2024-11-06,ESTC,3,59.3,85.35,111.53,30.67,2.64,28.03
2025-02-12,ESTC,3,68.7,117.76,91.67,-22.16,-8.61,-13.55
2025-07-30,ESTC,3,64.9,87.99,83.3,-5.33,1.92,-7.25
2025-09-18,ESTC,3,53.9,89.64,80.54,-10.15,0.03,-10.18
2025-11-13,ESTC,3,56.9,91.3,76.31,-16.42,1.45,-17.86
2024-09-11,BILL,3,51.6,52.24,54.73,4.77,4.42,0.35
2024-10-09,BILL,3,49.9,54.73,64.72,18.25,2.41,15.84
2024-10-16,BILL,3,62.2,55.52,89.67,61.51,2.56,58.95
2024-10-23,BILL,3,62.6,55.31,87.86,58.85,2.16,56.69
2025-05-16,BILL,3,53.7,46.26,41.99,-9.23,1.43,-10.66
2025-06-09,BILL,3,45.9,45.58,47.72,4.7,4.37,0.32
2025-09-18,BILL,3,60.0,52.59,49.65,-5.59,0.03,-5.62
2025-09-25,BILL,3,57.1,53.19,50.77,-4.55,2.08,-6.63
2025-10-16,BILL,2,27.5,49.65,50.11,0.93,1.73,-0.8
2024-09-18,HUBS,3,58.0,503.76,532.13,5.63,4.04,1.59
2024-09-25,HUBS,3,67.1,531.19,531.93,0.14,1.39,-1.26
2024-10-02,HUBS,3,63.4,514.56,561.11,9.05,1.96,7.09
2024-10-09,HUBS,3,56.2,541.07,597.79,10.48,2.41,8.07
2024-10-16,HUBS,2,48.9,532.13,700.16,31.58,2.56,29.02
2024-10-30,HUBS,3,54.1,561.11,722.76,28.81,3.24,25.56
2025-02-05,HUBS,3,68.2,779.71,652.1,-16.37,-5.21,-11.15
2025-02-12,HUBS,3,61.8,785.5,598.32,-23.83,-8.61,-15.22
2025-05-16,HUBS,3,61.9,660.79,549.57,-16.83,1.43,-18.26
2025-09-25,HUBS,3,59.2,506.68,475.8,-6.09,2.08,-8.18
2024-07-30,TWLO,3,58.9,59.01,61.99,5.05,3.61,1.44
2024-08-06,TWLO,3,49.1,58.86,60.84,3.36,5.52,-2.15
2024-08-13,TWLO,3,61.5,61.45,58.94,-4.08,2.28,-6.37
2024-08-20,TWLO,3,53.3,60.59,60.5,-0.15,0.48,-0.63
2024-09-25,TWLO,3,55.3,62.66,70.6,12.67,1.39,11.28
2025-05-23,TWLO,3,69.6,113.49,121.62,7.16,5.09,2.08
2025-06-02,TWLO,3,69.5,119.6,117.23,-1.98,4.52,-6.5
2025-07-23,TWLO,3,69.1,132.7,101.94,-23.18,0.61,-23.8
2025-07-30,TWLO,3,68.5,130.92,103.15,-21.21,1.92,-23.13
2025-10-16,TWLO,3,54.4,106.23,123.99,16.72,1.73,14.99
2025-10-23,TWLO,3,60.4,110.82,118.88,7.27,-2.86,10.14
2025-10-30,TWLO,3,62.2,112.86,129.69,14.91,0.52,14.39
2025-11-13,TWLO,3,61.3,123.99,132.92,7.2,1.45,5.76
2025-11-20,TWLO,2,24.4,118.88,141.74,19.23,4.61,14.62
2025-12-12,TWLO,3,68.3,132.92,129.83,-2.32,2.06,-4.39
2026-01-28,TWLO,3,41.6,135.86,119.61,-11.96,-0.88,-11.08
2024-07-23,OKTA,3,54.7,96.05,97.61,1.62,0.89,0.74
2024-08-13,OKTA,3,50.3,92.82,73.34,-20.99,2.28,-23.27
2024-11-27,OKTA,3,47.3,76.42,81.64,6.83,-0.3,7.13
2024-12-05,OKTA,3,64.6,83.51,84.38,1.04,-1.53,2.57
2025-01-14,OKTA,3,49.3,83.07,98.26,18.29,3.64,14.65
2025-02-27,OKTA,2,29.8,89.19,111.2,24.68,-2.78,27.46
2025-03-06,OKTA,3,60.6,111.22,100.27,-9.85,-6.01,-3.84
2025-03-13,OKTA,3,62.1,106.63,101.63,-4.69,-4.58,-0.11
2025-03-20,OKTA,3,66.9,112.8,97.93,-13.18,-6.63,-6.55
2026-01-13,OKTA,3,57.3,94.07,88.18,-6.26,-0.26,-6.0
2024-06-07,DOCN,3,51.9,37.35,32.41,-13.23,4.42,-17.65
2024-09-11,DOCN,3,58.7,39.71,42.62,7.33,4.42,2.91
2024-09-25,DOCN,3,68.8,40.76,41.08,0.79,1.39,-0.61
2024-10-16,DOCN,3,56.8,43.55,38.06,-12.61,2.56,-15.16
2024-10-30,DOCN,2,25.0,40.95,37.88,-7.5,3.24,-10.74
2025-08-13,DOCN,3,56.3,31.75,36.56,15.15,1.98,13.17
2025-09-04,DOCN,3,58.3,32.12,38.71,20.52,3.38,17.13
2025-09-18,DOCN,3,68.7,37.21,43.08,15.78,0.03,15.74
2025-10-09,DOCN,3,60.2,39.54,47.08,19.07,-0.13,19.2
2025-11-06,DOCN,3,63.5,47.08,48.3,2.59,2.29,0.3
2025-11-13,DOCN,3,60.0,45.19,47.66,5.47,1.45,4.02
2025-12-05,DOCN,3,62.3,48.3,54.01,11.82,1.19,10.63
2025-12-12,DOCN,3,66.3,47.66,54.39,14.12,2.06,12.06
2025-12-29,DOCN,3,49.5,49.34,60.24,22.09,1.1,20.99
2026-01-13,DOCN,3,69.2,54.39,62.4,14.73,-0.26,14.99
2026-01-28,DOCN,3,65.7,60.24,54.26,-9.93,-0.88,-9.05
2026-02-04,DOCN,3,58.5,57.27,53.83,-6.01,-0.71,-5.3
2024-07-30,PD,3,59.6,21.87,19.8,-9.47,3.61,-13.07
2024-11-06,PD,3,61.5,19.85,20.99,5.74,2.64,3.1
2024-11-27,PD,3,56.3,21.01,17.83,-15.14,-0.3,-14.83
2024-12-05,PD,3,62.3,20.99,17.84,-15.01,-1.53,-13.47
2025-06-09,PD,3,49.5,16.07,15.96,-0.68,4.37,-5.06
2025-07-30,PD,3,55.4,16.31,16.95,3.92,1.92,2.01
2025-08-06,PD,3,66.5,16.2,16.57,2.28,2.58,-0.3
2025-08-20,PD,3,49.0,16.03,16.43,2.5,3.78,-1.29
2025-08-27,PD,3,64.6,16.95,16.2,-4.42,2.05,-6.47
2025-10-02,PD,3,50.6,16.47,15.75,-4.37,1.59,-5.96
2024-07-01,MNDY,3,63.2,239.97,227.74,-5.1,-0.61,-4.48
2024-07-09,MNDY,3,61.5,237.74,208.74,-12.2,-6.06,-6.14
2024-08-20,MNDY,3,68.6,268.69,261.17,-2.8,0.48,-3.28
2024-09-18,MNDY,3,53.4,261.17,284.31,8.86,4.04,4.82
2024-10-16,MNDY,3,60.6,284.31,269.16,-5.33,2.56,-7.89
2024-10-30,MNDY,3,65.8,300.23,286.95,-4.42,3.24,-7.67
2024-11-27,MNDY,3,38.8,286.95,233.22,-18.72,-0.3,-18.42
2025-06-09,MNDY,3,65.1,309.02,309.62,0.19,4.37,-4.18
2025-07-01,MNDY,3,47.7,303.76,277.73,-8.57,2.72,-11.29
2025-07-09,MNDY,3,63.6,309.62,258.5,-16.51,1.4,-17.91
2024-05-23,CFLT,3,60.1,31.0,27.34,-11.81,3.52,-15.33
